STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,statinfo,Statistical information,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SK,Slovakia,2015,,102.80,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SK,Slovakia,2016,,103.47,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SK,Slovakia,2017,,107.45,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SK,Slovakia,2018,,110.08,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SK,Slovakia,2019,,116.82,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SK,Slovakia,2020,,121.84,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SK,Slovakia,2021,,116.28,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SK,Slovakia,2022,,117.70,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SK,Slovakia,2023,,109.68,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,SK,Slovakia,2024,,109.09,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,TR,Türkiye,2015,,112.09,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,TR,Türkiye,2016,,119.99,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,TR,Türkiye,2017,,126.92,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,TR,Türkiye,2018,,127.40,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,TR,Türkiye,2019,,131.00,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,TR,Türkiye,2020,,131.14,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,TR,Türkiye,2021,,131.12,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,TR,Türkiye,2022,,144.78,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,TR,Türkiye,2023,,146.75,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,TR,Türkiye,2024,,192.17,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,UK,United Kingdom,2015,,103.34,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,UK,United Kingdom,2016,,104.87,,,,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,UK,United Kingdom,2017,,108.53,,b,break in time series,,
dataflow,ESTAT:ILC_DI18$DEFAULTVIEW(1.0),Income in real terms (2010 SILC=100),A,Annual,MED,Median,INX,Index,UK,United Kingdom,2018,,109.28,,,,,
